obs,sim
148.96347504801344,147.1864307279211
147.2746042153806,145.88368263708608
145.82761094514944,143.54113623383287
143.36419645746753,140.09608118153085
140.2604434555265,137.4865630785028
132.87531441006672,135.65910913238687
130.58613800399112,133.7123151249082
128.817401545057,132.12834299490615
126.72344781805101,131.1933524061682
126.98161752722488,130.02566152804647
128.64998216924528,130.99068956326235
133.45776007505916,133.79243332994926
137.59449276489227,137.68644026795613
136.18223048263795,139.15570192644466
131.35724126475895,133.23098589989434
132.2051234264464,120.34443533527158
135.4862397204135,133.8013418635222
138.3545660502964,135.2316446658344
137.38674556353664,133.61864505066848
136.17440704724325,132.1666996249301
136.03125015546527,130.8114395810932
134.9148437534167,131.12881244382206
133.33864227181584,132.03333505765298
134.2504847180903,134.49771525154597
138.97993320904436,137.81189364003563
142.8755185027951,141.12607202021744
147.54943659428557,145.8251902858679
151.26225666089059,152.67104535875816
157.0593173592362,160.0108147535293
165.23792798466997,165.86070341711834
169.61962497587436,167.68337346622016
170.67452491700905,167.1383768282958
169.8718266830862,166.37234753774837
167.77386135894218,166.27120060492564
166.92382717452904,167.25281677206377
168.55817200987624,168.4821717838874
168.02601582597563,175.98686613025063
172.3429045240649,179.01870294287716
168.11021229529055,173.61175598292547
170.0443073115284,176.03214580370656
175.68512803131904,179.84493732120228
179.30786891218662,183.0517631305376
182.65332820384026,185.81291798859345
192.68984878162337,188.62845939065608
198.07541937545903,194.42123210106493
199.40796483254664,197.37600424881117
200.31248744302167,198.00099950358515
195.63207977578358,197.90353789903574
198.09072324851195,198.8080553434328
200.00570934265542,199.7044967930649
200.90570934304293,200.6044967934524
201.4739920590537,199.59614077578544
201.8860297211864,200.55128046806777
202.1667119711791,201.50605433725644
202.35090230093738,202.46082820662212
202.40260924801862,202.50616811863702
202.01108336807872,201.39922537821695
201.6611925780014,200.40475923764367
201.02101083638112,200.1103311478225
200.3560825471391,201.01485375846534
199.72793960393057,200.5750095514082
199.12556616317474,200.01617620944913
198.67680211297412,199.45734804402468
198.33823893338314,198.90351136265204
198.001697715965,199.50040596601673
197.71178928483258,200.40846027279488
197.4288327788089,199.5827266835526
196.8487847022503,196.4398871469123
196.0114313848107,194.75970182119553
194.66108289031718,194.0753135136105
193.48293189298283,195.03022741543984
192.64162774516637,195.80960650695908
192.265590134083,194.79072556574178
192.39958500389375,195.69524817599103
192.88477619377562,196.59988347131133
193.87029128858478,197.3717879614016
194.82029129049306,196.52794530986182
195.68906402027085,197.39600951501322
196.11420288794096,197.04453894380237
196.48024701202246,195.72987190197188
196.92077345170742,196.23336745940583
197.3315276559076,197.09725797550507
197.54218166572977,198.00159432404243
197.3526264054851,198.99798823507683
197.17810246623205,198.61134630062193
196.84332156324925,197.71639367708087
196.35548915748765,196.67111171289844
195.64587343237855,195.52611382411592
195.34465827238947,194.53095563033864
195.41169352201445,194.61504396495744
195.4364514692282,195.78516655059786
195.47937018539682,196.96557344744255
195.63004844207194,197.61221349139277
196.28023399840686,197.48287320182513
196.92419200729796,197.4123763636517
197.5128175475204,199.09157434805093
198.10023051158217,201.55828173322325
198.65818525197875,200.9664626407225
199.01044375175132,200.71467074796405
199.19945944436483,201.61919336179497
199.0789592858531,201.01379222764749
198.95235121624964,201.41191546901683
198.99488027817628,200.37268821984335
199.0697114751382,199.29538833181877
199.30837581330454,200.2504970677397
199.5260781476257,202.0877827007977
199.91837706129542,204.02508410051968
200.53432071131454,203.01506039327006
201.45865250830005,203.97002157153946
202.98289961976766,204.92479544426885
203.4355127728551,205.87956931159397
205.34445410540283,206.7387655792711
204.53054111646748,207.64319678120776
203.68409507368239,206.6482267191276
203.50307095557642,205.69691928488768
205.0957810871981,205.9105313413502
204.8315712667696,204.92580474430713
203.58066337335018,202.10742465115246
201.90044023175878,200.7135205193419
200.35616770050544,199.2573792865465
198.84696524613463,197.25098196076934
197.79889361381763,195.44127806730563
196.70404463213725,194.9540614130525
196.10167119341682,195.8020851933268
195.41733001014447,194.31040572573224
194.3953821377521,193.62568721568778
193.37489435832654,192.9324912303622
192.5911570127731,193.37860289891833
191.7960573285067,193.94188931751256
190.97853876158686,192.04576021460664
190.32942785025276,190.3789541017313
189.90868076143886,190.46969191635455
189.46788616160356,188.82767219691974
188.79367503770933,186.53527408522567
187.7717271644413,185.80955811643636
186.72620180247566,185.08384215002417
185.59300388672122,183.9984211395664
184.07179721926298,180.3392172806326
181.61319785208178,177.8431183021491
180.36090372852854,176.02103562880103
